date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2023-10-01,2023,0,,STL,CIN,1500.56985363214,1459.24035204734,0.5929241237011159,0.4070758762988841,,,1504.14415498987,1452.66736444274,,,,,,,0.6085689410742098,0.3914310589257902,,,,
2023-10-01,2023,0,,SEA,TEX,1522.30846727293,1504.01745275983,0.5605628461077259,0.4394371538922741,,,1515.02544466745,1513.87569514905,,,,,,,0.5391250702901181,0.46087492970988186,,,,
2023-10-01,2023,0,,NYM,PHI,1521.51142399516,1515.1441390573,0.5435910882046365,0.45640891179536347,,,1542.86863616745,1520.49726053239,,,,,,,0.5692910442554451,0.4307089557445549,,,,
2023-10-01,2023,0,,MIL,CHC,1518.75884887157,1504.08726478928,0.555424189024464,0.444575810975536,,,1531.03641812336,1497.10512842247,,,,,,,0.5793504564369141,0.4206495435630859,,,,
2023-10-01,2023,0,,KCR,NYY,1445.82374240831,1536.49728198184,0.40520980840093673,0.5947901915990632,,,1436.02710389649,1552.44245996966,,,,,,,0.37334653998525225,0.6266534600147478,,,,
2023-10-01,2023,0,,DET,CLE,1469.58997487293,1510.86432391467,0.475160677905132,0.5248393220948679,,,1452.09865294194,1518.73257601016,,,,,,,0.44112756855008944,0.5588724314499105,,,,
2023-10-01,2023,0,,COL,MIN,1461.60742959687,1507.20308586089,0.4689613150479337,0.5310386849520663,,,1439.92797112154,1525.48284434026,,,,,,,0.41377512712356956,0.5862248728764304,,,,
2023-10-01,2023,0,,CHW,SDP,1472.52942248704,1520.8553496018,0.46504926984187034,0.5349507301581297,,,1478.66546007155,1541.70936349906,,,,,,,0.44329940148780417,0.5567005985121958,,,,
2023-10-01,2023,0,,ARI,HOU,1505.39753879384,1562.06820085018,0.45312122917113573,0.5468787708288643,,,1493.81404801809,1552.10841812001,,,,,,,0.449409420982539,0.550590579017461,,,,
2023-10-01,2023,0,,TOR,TBD,1531.68382719725,1565.03039481507,0.48655245177682716,0.5134475482231728,,,1539.78822192692,1560.17290593697,,,,,,,0.5087072928228843,0.4912927071771157,,,,
2023-10-01,2023,0,,ANA,OAK,1507.50905510845,1421.81824024812,0.6528138861623808,0.3471861138376192,,,1521.20696469826,1407.84271478707,,,,,,,0.6879199504682033,0.3120800495317967,,,,
2023-10-01,2023,0,,SFG,LAD,1506.07610625038,1570.77297466237,0.4416988970451011,0.5583011029548989,,,1501.75822131116,1562.57162750941,,,,,,,0.44557977902189233,0.5544202209781077,,,,
2023-10-01,2023,0,,PIT,FLA,1488.06599205521,1470.9738473801,0.5588621424525165,0.44113785754748347,,,1480.64896997311,1484.01324073194,,,,,,,0.5309636922558795,0.46903630774412053,,,,
2023-10-01,2023,0,,BAL,BOS,1514.47255068001,1513.56536329431,0.535783045496245,0.464216954503755,,,1498.41107181443,1519.4488316023,,,,,,,0.5039259533526907,0.49607404664730925,,,,
2023-10-01,2023,0,,ATL,WSN,1567.75100657916,1454.20155809705,0.6882173244125458,0.3117826755874542,,,1569.66232154688,1436.24590767801,,,,,,,0.7130552165694947,0.28694478343050533,,,,
2023-09-30,2023,0,,SEA,TEX,1522.30846727293,1504.01745275983,0.5605628461077259,0.4394371538922741,,,1515.02544466745,1513.87569514905,,,,,,,0.5391250702901181,0.46087492970988186,,,,
2023-09-30,2023,0,,ANA,OAK,1507.50905510845,1421.81824024812,0.6528138861623808,0.3471861138376192,,,1521.20696469826,1407.84271478707,,,,,,,0.6879199504682033,0.3120800495317967,,,,
2023-09-30,2023,0,,SFG,LAD,1506.07610625038,1570.77297466237,0.4416988970451011,0.5583011029548989,,,1501.75822131116,1562.57162750941,,,,,,,0.44557977902189233,0.5544202209781077,,,,
2023-09-30,2023,0,,COL,MIN,1461.60742959687,1507.20308586089,0.4689613150479337,0.5310386849520663,,,1439.92797112154,1525.48284434026,,,,,,,0.41377512712356956,0.5862248728764304,,,,
2023-09-30,2023,0,,ARI,HOU,1505.39753879384,1562.06820085018,0.45312122917113573,0.5468787708288643,,,1493.81404801809,1552.10841812001,,,,,,,0.449409420982539,0.550590579017461,,,,
2023-09-30,2023,0,,ATL,WSN,1567.75100657916,1454.20155809705,0.6882173244125458,0.3117826755874542,,,1569.66232154688,1436.24590767801,,,,,,,0.7130552165694947,0.28694478343050533,,,,
2023-09-30,2023,0,,STL,CIN,1500.56985363214,1459.24035204734,0.5929241237011159,0.4070758762988841,,,1504.14415498987,1452.66736444274,,,,,,,0.6085689410742098,0.3914310589257902,,,,
2023-09-30,2023,0,,NYM,PHI,1521.51142399516,1515.1441390573,0.5435910882046365,0.45640891179536347,,,1542.86863616745,1520.49726053239,,,,,,,0.5692910442554451,0.4307089557445549,,,,
2023-09-30,2023,0,,MIL,CHC,1518.75884887157,1504.08726478928,0.555424189024464,0.444575810975536,,,1531.03641812336,1497.10512842247,,,,,,,0.5793504564369141,0.4206495435630859,,,,
2023-09-30,2023,0,,KCR,NYY,1445.82374240831,1536.49728198184,0.40520980840093673,0.5947901915990632,,,1436.02710389649,1552.44245996966,,,,,,,0.37334653998525225,0.6266534600147478,,,,
2023-09-30,2023,0,,CHW,SDP,1472.52942248704,1520.8553496018,0.46504926984187034,0.5349507301581297,,,1478.66546007155,1541.70936349906,,,,,,,0.44329940148780417,0.5567005985121958,,,,
2023-09-30,2023,0,,BAL,BOS,1514.47255068001,1513.56536329431,0.535783045496245,0.464216954503755,,,1498.41107181443,1519.4488316023,,,,,,,0.5039259533526907,0.49607404664730925,,,,
2023-09-30,2023,0,,PIT,FLA,1488.06599205521,1470.9738473801,0.5588621424525165,0.44113785754748347,,,1480.64896997311,1484.01324073194,,,,,,,0.5309636922558795,0.46903630774412053,,,,
2023-09-30,2023,0,,TOR,TBD,1531.68382719725,1565.03039481507,0.48655245177682716,0.5134475482231728,,,1539.78822192692,1560.17290593697,,,,,,,0.5087072928228843,0.4912927071771157,,,,
2023-09-30,2023,0,,DET,CLE,1469.58997487293,1510.86432391467,0.475160677905132,0.5248393220948679,,,1452.09865294194,1518.73257601016,,,,,,,0.44112756855008944,0.5588724314499105,,,,
2023-09-29,2023,0,,SFG,LAD,1506.07610625038,1570.77297466237,0.4416988970451011,0.5583011029548989,,,1501.75822131116,1562.57162750941,,,,,,,0.4531933156232954,0.5468066843767045,,,,
2023-09-29,2023,0,,SEA,TEX,1522.30846727293,1504.01745275983,0.5605628461077259,0.4394371538922741,,,1515.02544466745,1513.87569514905,,,,,,,0.5391250702901181,0.46087492970988186,,,,
2023-09-29,2023,0,,ARI,HOU,1505.39753879384,1562.06820085018,0.45312122917113573,0.5468787708288643,,,1493.81404801809,1552.10841812001,,,,,,,0.44898423497738105,0.551015765022619,,,,
2023-09-29,2023,0,,ANA,OAK,1507.50905510845,1421.81824024812,0.6528138861623808,0.3471861138376192,,,1521.20696469826,1407.84271478707,,,,,,,0.6951180354935123,0.30488196450648775,,,,
2023-09-29,2023,0,,STL,CIN,1500.56985363214,1459.24035204734,0.5929241237011159,0.4070758762988841,,,1504.14415498987,1452.66736444274,,,,,,,0.6058418978952195,0.39415810210478053,,,,
2023-09-29,2023,0,,MIL,CHC,1518.75884887157,1504.08726478928,0.555424189024464,0.444575810975536,,,1531.03641812336,1497.10512842247,,,,,,,0.5831511031720241,0.4168488968279759,,,,
